Report Date,14-Day Period,FIPS,Locality,PCR Testing Encounters,Positive PCR Testing Encounters,PCR Percent Positivity
2020-10-12,"September 12, 2020 to September 25, 2020",51047,Culpeper,1054,26,0.0247
2020-10-12,"September 12, 2020 to September 25, 2020",51049,Cumberland,131,2,0.0153
2020-10-12,"September 12, 2020 to September 25, 2020",51051,Dickenson,157,9,0.0573
2020-10-12,"September 12, 2020 to September 25, 2020",51053,Dinwiddie,344,21,0.061
2020-10-12,"September 12, 2020 to September 25, 2020",51057,Essex,343,18,0.0525
2020-10-12,"September 12, 2020 to September 25, 2020",51059,Fairfax,25525,1239,0.0485
2020-10-12,"September 12, 2020 to September 25, 2020",51061,Fauquier,1158,30,0.0259
2020-10-12,"September 12, 2020 to September 25, 2020",51063,Floyd,337,18,0.0534
2020-10-12,"September 12, 2020 to September 25, 2020",51065,Fluvanna,1481,117,0.079
2020-10-12,"September 12, 2020 to September 25, 2020",51067,Franklin County,514,46,0.0895
2020-10-12,"September 12, 2020 to September 25, 2020",51069,Frederick,1480,42,0.0284
2020-10-12,"September 12, 2020 to September 25, 2020",51071,Giles,310,16,0.0516
2020-10-12,"September 12, 2020 to September 25, 2020",51073,Gloucester,689,19,0.0276
2020-10-12,"September 12, 2020 to September 25, 2020",51075,Goochland,449,24,0.0535
2020-10-12,"September 12, 2020 to September 25, 2020",51077,Grayson,349,32,0.0917
2020-10-12,"September 12, 2020 to September 25, 2020",51079,Greene,478,17,0.0356
2020-10-12,"September 12, 2020 to September 25, 2020",51081,Greensville,408,55,0.1348
2020-10-12,"September 12, 2020 to September 25, 2020",51083,Halifax,1470,53,0.0361
2020-10-12,"September 12, 2020 to September 25, 2020",51085,Hanover,3468,213,0.0614
2020-10-12,"September 12, 2020 to September 25, 2020",51087,Henrico,14148,590,0.0417
2020-10-12,"September 12, 2020 to September 25, 2020",51089,Henry,1339,164,0.1225
2020-10-12,"September 12, 2020 to September 25, 2020",51091,Highland,18,0,0
2020-10-12,"September 12, 2020 to September 25, 2020",51093,Isle of Wight,1245,97,0.0779
2020-10-12,"September 12, 2020 to September 25, 2020",51095,James City,1909,63,0.033
2020-10-12,"September 12, 2020 to September 25, 2020",51097,King and Queen,176,13,0.0739
2020-10-12,"September 12, 2020 to September 25, 2020",51099,King George,384,7,0.0182
2020-10-12,"September 12, 2020 to September 25, 2020",51101,King William,468,28,0.0598
2020-10-12,"September 12, 2020 to September 25, 2020",51103,Lancaster,783,63,0.0805
2020-10-12,"September 12, 2020 to September 25, 2020",51105,Lee,483,12,0.0248
2020-10-12,"September 12, 2020 to September 25, 2020",51107,Loudoun,7853,487,0.062
2020-10-12,"September 12, 2020 to September 25, 2020",51109,Louisa,817,29,0.0355
2020-10-12,"September 12, 2020 to September 25, 2020",51111,Lunenburg,307,8,0.0261
2020-10-12,"September 12, 2020 to September 25, 2020",51113,Madison,422,6,0.0142
2020-10-12,"September 12, 2020 to September 25, 2020",51115,Mathews,221,40,0.181
2020-10-12,"September 12, 2020 to September 25, 2020",51117,Mecklenburg,2081,93,0.0447
2020-10-12,"September 12, 2020 to September 25, 2020",51119,Middlesex,361,14,0.0388
