Date,"Total COVID-19 Patients","ICU Patients","Vent Patients",PPE,Capacity,"Surge Capacity","Beds Occupied"
07/13/2020,1129,243,105,0,16476,19771.2,12677
08/01/2020,1256,275,150,0,16476,19771.2,12896
05/16/2020,1505,381,189,0,16476,19771.2,11999
05/31/2020,1458,371,196,0,16476,19771.2,11684
05/02/2020,1426,375,202,1,16476,19771.2,11406
07/28/2020,1294,261,153,0,16476,19771.2,12652
08/04/2020,1255,282,144,0,16476,19771.2,12706
07/07/2020,902,221,105,0,16476,19771.2,12424
06/09/2020,1169,311,155,0,16476,19771.2,12137
04/28/2020,1508,376,217,2,16476,19771.2,11299
06/03/2020,1311,313,185,0,16476,19771.2,12314
06/15/2020,902,269,130,0,16476,19771.2,11957
06/02/2020,1362,336,186,0,16476,19771.2,11933
07/05/2020,792,202,95,0,16476,19771.2,12182
07/03/2020,818,207,95,0,16476,19771.2,12748
06/17/2020,938,249,120,0,16476,19771.2,12488
07/25/2020,1201,266,138,0,16476,19771.2,12827
08/09/2020,1200,260,146,1,16476,19771.2,12781
05/03/2020,1413,385,193,0,16476,19771.2,11289
06/04/2020,1266,321,171,0,16476,19771.2,12324
06/16/2020,904,241,125,0,16476,19771.2,12204
06/21/2020,863,243,125,0,16476,19771.2,12283
08/20/2020,1266,276,148,0,16476,19771.2,13151
05/21/2020,1491,351,191,0,16476,19771.2,12226
06/22/2020,848,240,132,0,16476,19771.2,12155
07/09/2020,956,215,93,0,16476,19771.2,12864
07/24/2020,1250,274,142,1,16476,19771.2,12980
04/24/2020,1399,379,220,4,16476,19771.2,10991
07/01/2020,892,205,95,0,16476,19771.2,12830
08/07/2020,1372,284,159,0,16476,19771.2,13015
05/14/2020,1533,355,201,0,16476,19771.2,12116
08/17/2020,1173,281,158,1,16476,19771.2,12588
08/11/2020,1293,280,148,1,16476,19771.2,12854
04/19/2020,1319,388,231,6,16476,19771.2,10623
06/20/2020,880,267,133,0,16476,19771.2,12424
07/10/2020,1006,234,102,0,16476,19771.2,13013
04/21/2020,1331,403,251,4,16476,19771.2,11011
04/23/2020,1379,400,249,3,16476,19771.2,11149
04/29/2020,1566,387,222,1,16476,19771.2,11324
08/18/2020,1253,300,163,0,16476,19771.2,12679
04/15/2020,1298,394,234,6,16476,19771.2,10859
05/29/2020,1524,373,193,0,16476,19771.2,12369
05/01/2020,1431,366,193,2,16476,19771.2,11295
05/17/2020,1524,379,195,0,16476,19771.2,11926
05/23/2020,1384,330,213,0,16476,19771.2,12191
06/28/2020,818,235,107,0,16476,19771.2,12449
06/29/2020,796,225,101,0,16476,19771.2,12374
07/26/2020,1174,268,143,0,16476,19771.2,12625
06/06/2020,1171,324,169,0,16476,19771.2,12280
07/14/2020,1127,249,112,0,16476,19771.2,12705
07/23/2020,1218,257,136,1,16476,19771.2,12990
08/21/2020,1233,263,142,0,16476,19771.2,13059
07/15/2020,1081,246,113,0,16476,19771.2,12933
07/16/2020,1134,248,118,0,16476,19771.2,13014
05/15/2020,1511,362,195,0,16476,19771.2,12148
08/10/2020,1251,279,159,1,16476,19771.2,12775
04/27/2020,1455,389,217,2,16476,19771.2,11043
